client_name,user_backupset,user_subclient,new_client_name,instanceName,appName,dest_path,vm_guid_host,vm_guid,restore_point,proxy_client,associate_appID,browseOption_appID,destInst_appID,destInst_instName
ss8vxr1-vc.psa.com.sg,defaultBackupSet,ITIOD_Server,rfcode8svr1,VMware,Virtual Server,C:\restored_data,san8mgmt1,500d4962-3ec7-6cee-1d6c-7222dca67d82,san8mgmt1\C\Windows\System32\drivers\etc\hosts,bkup8proxyss8vxr1a,106,106,33,DefaultInstanceName
